"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report or Final Turnkey/CALF approval","On Site","Completed"
746,"SHIP CONSTRUCTION","Fingal","Rowlestown",10,"*N/A","","","","","","Q2-2019"
747,"SHIP CONSTRUCTION","Fingal","Racecourse Commons, Lusk",5,"*N/A","","","","","","Q2-2018"
748,"SHIP CONSTRUCTION","Fingal","Castlelands, Park View, Balbriggan (Phase 3)",24,"*N/A","","","","","","Q1-2019"
749,"SHIP CONSTRUCTION","Fingal","Rathbeale Road, Swords",24,"*N/A","","","","","","Q2-2020"
750,"SHIP CONSTRUCTION","Fingal","The Grange, Ballyboughal",2,"*N/A","","","","","","Q3-2017"
751,"SHIP CONSTRUCTION","Fingal","Cappaghfinn (Phase 1)",14,"*N/A","","","","","","Q2-2016"
752,"SHIP CONSTRUCTION","Fingal","St. Cronan's Green, Swords",14,"*N/A","","","","","","Q2-2016"
753,"SHIP CONSTRUCTION","Fingal","St. Cronan's Cottages, Swords - Infill",1,"*N/A","","","","","","Q2-2016"
754,"SHIP CONSTRUCTION","Fingal","Racecourse Commons, Lusk",25,"*N/A","","","","","","Q4-2017"
755,"SHIP CONSTRUCTION","Fingal","The Grange, Ballyboughal",6,"*N/A","","","","","","Q4-2018"
756,"SHIP CONSTRUCTION","Fingal","Racecourse Commons, Lusk",15,"*N/A","","","","","","Q1-2018"
757,"SHIP CONSTRUCTION","Fingal","Redevelopment of Community Centre, Pinewood, Balbriggan",2,"*N/A","","","","","","Q3-2019"
758,"SHIP CONSTRUCTION","Fingal","Racecourse Commons, Lusk",4,"*N/A","","","","","","Q3-2018"
759,"SHIP CONSTRUCTION","Fingal","Racecourse Commons, Lusk",25,"*N/A","","","","","","Q4-2018"
760,"SHIP CONSTRUCTION","Fingal","Tucketts Lane, Howth",8,"*N/A","","","Stage 3 approved Q3-2020, the scheme is now approved to proceed to tender.","","",""
761,"SHIP CONSTRUCTION","Fingal","Wellview",20,"*N/A","","","","","Q3-2020",""
762,"SHIP CONSTRUCTION","Fingal","Rowlestown",6,"*N/A","","","","","","Q4-2019"
763,"SHIP CONSTRUCTION","Fingal","Rowlestown",6,"*N/A","","","","","","Q4-2019"
764,"SHIP CONSTRUCTION","Fingal","Cappaghfinn, Cappagh Road Finglas - Phase 3",69,"*N/A","","","","Stage 4 approved Q4-2020, the scheme is fully approved.","",""
765,"SHIP CONSTRUCTION","Fingal","Rowlestown",4,"*N/A","","","","","","Q3-2019"
766,"SHIP CONSTRUCTION","Fingal","Leonards Garage, Lusk",10,"*N/A","","Stage 2 approved Q4-2020, full design/tender being prepared.","","","",""
767,"SHIP CONSTRUCTION","Fingal","Church Road, Lusk",5,"*N/A","","Stage 2 approved Q4-2020, full design/tender being prepared.","","","",""
768,"SHIP CONSTRUCTION","Fingal","Church Fields, Phase 2B, Mulhuddart, Dublin 15.",16,"*N/A","","Stage 2 approved Q4-2020, full design/tender being prepared.","","","",""
769,"CAS CONSTRUCTION","Fingal","Killhedge Lane Dun Emer",48,"T�ath Housing Association Ltd","Stage 1 approved Q1-2017, outline design and costs being prepared.","","","","",""
770,"CAS CONSTRUCTION","Fingal","Ravenswood, North Road, Finglas",6,"Peter McVerry Trust Ltd","","","","","","Q4-2018"
771,"CAS CONSTRUCTION","Fingal","22 College Street, Baldoyle",4,"Cluid Housing Association","","","","","Q3-2020",""
772,"CAS CONSTRUCTION","Fingal","Darcystown, Ringfort, Balrothery",9,"North ? East Housing Association Ltd","","","","","","Q3-2017"
773,"CAS CONSTRUCTION","Fingal","Estuary Road, Malahide",8,"Society of Saint Vincent de Paul","","","","","","Q2-2018"
774,"CAS CONSTRUCTION","Fingal","Garristown",5,"North ? East Housing Association Ltd","","Stage 2 approved Q4-2020, full design/tender being prepared.","","","",""
775,"CALF Turnkey","Fingal","4 units, Taylor Hill, Balbriggan, Co. Dublin (Phase 1)",4,"Cluid Housing","","","","","","Q4-2018"
776,"CALF Turnkey","Fingal","Allendale Square, Clonsilla, Dublin 15 (Phase 1)*",28,"Respond","","","","","","Q2-2020"
777,"CALF Turnkey","Fingal","An Muileann, Kettles Lane, Swords, Dublin (Phase 1)",24,"Circle Voluntary Housing Association Ltd","","","","","","Q4-2019"
778,"CALF Turnkey","Fingal","Barnwell Woods, Hansfield, Dublin 15 (Phase 1)*",12,"T�ath Housing Association","","","","","","Q4-2018"
779,"CALF Turnkey","Fingal","Barnwell Woods, Hansfield, Dublin 15 (Phase 2)*",12,"T�ath Housing Association","","","","","","Q4-2018"
780,"CALF Turnkey","Fingal","Belcamp Manor, Malahide Road, Balgriffin, Dublin 13 (Phase 1)",18,"T�ath Housing Association","","","","","Q4-2019",""
781,"CALF Turnkey","Fingal","Belcamp Manor, Malahide Road, Balgriffin, Dublin 13 (Phase 2)",15,"T�ath Housing Association","","","","","Q4-2019",""
782,"CALF Turnkey","Fingal","Belcamp Manor, Malahide Road, Balgriffin, Dublin 13 (Phase 3)",16,"T�ath Housing Association","","","","","Q4-2019",""
783,"CALF Turnkey","Fingal","Bellingsmore, Hollywoodrath, Dubin 15 (Phase 1)",29,"T�ath Housing Association","","","","","","Q4-2020"
784,"CALF Turnkey","Fingal","Bellingsmore, Hollywoodrath, Dubin 15 (Phase 2)",12,"T�ath Housing Association","","","","","","Q4-2020"
785,"CALF Turnkey","Fingal","Carrs Lane, Malahide Road, Dublin 17 (Phase 1)*",29,"Respond","","","","","Q4-2019",""
786,"CALF Turnkey","Fingal","Carrs Lane, Malahide Road, Dublin 17 (Phase 2)*",30,"Respond","","","","","Q4-2019",""
787,"CALF Turnkey","Fingal","Castlegrange Park (2) Clonsilla (Phase 1)",5,"T�ath Housing Association","","","","","","Q2-2016"
788,"CALF Turnkey","Fingal","Castlegrange Park (2) Clonsilla (Phase 2)",7,"T�ath Housing Association","","","","","","Q3-2016"
789,"CALF Turnkey","Fingal","Castlegrange Park (2) Clonsilla (Phase 3)",7,"T�ath Housing Association","","","","","","Q4-2016"
790,"CALF Turnkey","Fingal","Castlegrange Park (2) Clonsilla (Phase 4)",21,"T�ath Housing Association","","","","","","Q1-2017"
791,"CALF Turnkey","Fingal","Castlegrange Park (2) Clonsilla (Phase 5)",8,"T�ath Housing Association","","","","","","Q2-2017"
792,"CALF Turnkey","Fingal","Charlestown Centre, Charlestown Place & St., Margarets Road, Dublin 11 (Phase 1)*",94,"Respond","","","","","Q3-2019",""
793,"CALF Turnkey","Fingal","Charlestown Centre, Charlestown Place & St., Margarets Road, Dublin 11 (Phase 2)*",44,"Respond","","","","","Q3-2019",""
794,"CALF Turnkey","Fingal","Cois Sruthan, Ballyboughal, Co.Dublin (Phase 1)*",17,"Oaklee Housing","","","","","","Q3-2020"
795,"CALF Turnkey","Fingal","Drynam Heath, Feltrim Road, Swords, Co. Dublin (Phase 1)",11,"T�ath Housing Association","","","","","","Q4-2019"
796,"CALF Turnkey","Fingal","Drynam Heath, Feltrim Road, Swords, Co. Dublin (Phase 2)*",6,"T�ath Housing Association","","","","","Q1-2019",""
797,"CALF Turnkey","Fingal","Dun Si, St. Marnock Bay, Station Road, Portmarnock, Co. Dublin\n\n (Phase 1)*",10,"Cluid Housing","","","","","","Q2-2020"
798,"CALF Turnkey","Fingal","Dun Si, St. Marnock Bay, Station Road, Portmarnock, Co. Dublin\n\n (Phase 2)*",5,"Cluid Housing","","","","","","Q4-2020"
799,"CALF Turnkey","Fingal","Dunsoghly, Dublin 11 (Phase 1)*",19,"Cluid Housing","","","","","","Q4-2020"
800,"CALF Turnkey","Fingal","Knightsgate, Rush, Co. Dublin (Phase 1)*",38,"Cluid Housing","","","","","","Q4-2019"
801,"CALF Turnkey","Fingal","Knightsgate, Rush, Co. Dublin (phase 2) (Phase 1)",19,"Cluid Housing","","","","","","Q3-2020"
802,"CALF Construction","Fingal","Ladyswell Road & Church Road, Mulhuddart, Dublin 15  (Phase 1)",65,"Cluid Housing","","","","","Q4-2018",""
803,"CALF Turnkey","Fingal","Lanesborough Close, Finglas, Dublin 11 (Phase 1)*",21,"Cluid Housing","","","","","","Q4-2018"
804,"CALF Turnkey","Fingal","Martello Place, Balbriggan, Co Dublin  (Phase 1)",18,"Respond","","","","","","Q3-2018"
805,"CALF Turnkey","Fingal","Millers Glen, Oldtown, Swords, Co. Dublin (Phase 1)*",28,"The Iveagh Trust","","","","","","Q4-2020"
806,"CALF Turnkey","Fingal","Millers Glen, Phase 3, Oldtown, Swords (Phase 1)*",14,"The Iveagh Trust","","","","","","Q4-2019"
807,"CALF Turnkey","Fingal","Norseman's Court, Norseman's Walk, Lusk Village, Lusk, Co. Dublin (Phase 1)*",18,"Cluid Housing","","","","","","Q4-2020"
808,"CALF Turnkey","Fingal","Northwood Green, Santry, Dublin 9 (Phase 1)*",6,"Respond","","","","","","Q4-2018"
809,"CALF Turnkey","Fingal","Northwood, Ballymun Cross, Santry, Dublin 9 (Phase 1)",48,"Respond","","","","","","Q4-2019"
810,"CALF Turnkey","Fingal","Northwood, Ballymun Cross, Santry, Dublin 9 (Phase 2)*",7,"Respond","","","","","","Q2-2020"
811,"CALF Construction","Fingal","Old Coolock Lane, Santry, Dublin 9 (Phase 1)",28,"Circle Voluntary Housing Association Ltd","","","","Q1-2019","",""
812,"CALF Turnkey","Fingal","Old Corduff Road, Blanchardstown, Dublin 15 (Phase 1)",17,"Respond","","","","","","Q4-2020"
813,"CALF Turnkey","Fingal","Old Corduff Road, Blanchardstown, Dublin 15 (Phase 2)*",10,"Respond","","","","","Q4-2018",""
814,"CALF Turnkey","Fingal","Pappan Grove, Northwood, Santry, Dublin 9 (Phase 1)*",35,"T�ath Housing Association","","","","","","Q3-2019"
815,"CALF Turnkey","Fingal","Phoenix Park Avenue, Castleknock, Dublin 15 (Phase 1)*",31,"Fold Housing Association Ireland Ltd","","","","","","Q4-2019"
816,"CALF Turnkey","Fingal","Riverwood Square, Dublin 15 (Phase 1)*",24,"Cluid Housing","","","","","Q4-2019",""
817,"CALF Turnkey","Fingal","Semple Woods, Donabate, Co. Dublin (Phase 1)*",7,"T�ath Housing Association","","","","","","Q4-2020"
818,"CALF Turnkey","Fingal","Semple Woods, Donabate, Co. Dublin (Phase 2)*",3,"T�ath Housing Association","","","","","Q4-2019",""
819,"CALF Turnkey","Fingal","Semple Woods, Donabate, North County Dublin (Phase 1)*",30,"T�ath Housing Association","","","","","","Q4-2019"
820,"CALF Turnkey","Fingal","St Marnock�s Bay, Portmarnock, Co Dublin   (Phase 1)*",10,"Cluid Housing","","","","","","Q4-2017"
821,"CALF Turnkey","Fingal","St Werburghs Court Drynam Rd Swords Co Dublin (Phase 1)*",18,"T�ath Housing Association","","","","","","Q4-2017"
822,"CALF Turnkey","Fingal","Station Manor, Station Road, Portmarnock, Co. Dublin (Phase 1)*",3,"Circle Voluntary Housing Association Ltd","","","","","","Q2-2019"
823,"CALF Turnkey","Fingal","Station Manor, Station Road, Portmarnock, Co. Dublin (Phase 2)*",8,"Circle Voluntary Housing Association Ltd","","","","","Q4-2017",""
824,"CALF Turnkey","Fingal","Taylor Hill Crescent, Balbriggan, Co. Dublin (Phase 1)",4,"Cluid Housing","","","","","","Q4-2018"
825,"CALF Turnkey","Fingal","Taylor Hill, Balbriggan, Co. Dublin (Phase 1)",21,"Cluid Housing","","","","","","Q2-2020"
826,"CALF Turnkey","Fingal","Taylor Hill, Balbriggan, Co. Dublin (Phase 1)*",31,"Cluid Housing","","","","","","Q4-2018"
827,"CALF Turnkey","Fingal","Taylor Hill, Balbriggan, Co. Dublin (Phase 1)*",24,"Cluid Housing","","","","","","Q4-2019"
828,"CALF Turnkey","Fingal","Taylor Hill, Balbriggan, Co. Dublin (Phase 2)",1,"Cluid Housing","","","","","","Q4-2020"
829,"CALF Turnkey","Fingal","The Forge, Lusk, Co. Dublin (Phase 1)",8,"Oaklee Housing","","","","","","Q4-2019"
830,"CALF Turnkey","Fingal","The Hermitage, Balgriffin, Co Dublin  (Phase 1)*",54,"Cluid Housing","","","","","","Q4-2017"
831,"CALF Turnkey","Fingal","Waterside, Malahide, Dublin (Phase 1)",5,"Cluid Housing","","","","","","Q4-2020"
832,"CALF Turnkey","Fingal","Weavers Wood, Clonsilla Road, Clonsilla, Dublin 15  (Phase 1)*",33,"Co - Operative Housing Ireland Society Limited","","","","","","Q3-2018"
833,"CALF Turnkey","Fingal","Weston, Feltrim Road, Swords, North County Dublin (Phase 1)",24,"Oaklee Housing","","","","","","Q4-2019"
834,"CALF Turnkey","Fingal","Weston, Feltrim Road, Swords, North County Dublin (Phase 2)*",10,"Oaklee Housing","","","","","","Q3-2020"
835,"CALF Turnkey","Fingal"," Wrens Hill, (Formerly The Galleries),  Donabate, Co. Dublin (Phase 1)",43,"Oaklee Housing","","","","","","Q4-2019"
836,"SHIP CONSTRUCTION TURNKEY","Galway City","Radharc na Gr�ine, (Glasshouse Site) Monivea Road (Phase 1)",6,"*N/A","","","","","","Q3-2019"
837,"SHIP CONSTRUCTION TURNKEY","Galway City","Radharc na Gr�ine (Glasshouse Site), Monivea Road - (Phase 2)",16,"*N/A","","","","","","Q4-2019"
838,"SHIP CONSTRUCTION TURNKEY","Galway City","Radharc na Gr�ine (Glasshouse Site), Monivea Road - (Phase 3)",7,"*N/A","","","","","","Q4-2019"
839,"SHIP CONSTRUCTION TURNKEY","Galway City","Radharc na Gr�ine (Glasshouse Site), Monivea Road - (Phase 4)",13,"*N/A","","","","","","Q3-2020"
840,"SHIP CONSTRUCTION TURNKEY","Galway City","Radharc na Gr�ine (Glasshouse Site), Monivea Road - (Phase 5)",8,"*N/A","","","","","","Q4-2020"
841,"SHIP CONSTRUCTION TURNKEY","Galway City","Garra� Caol, (Coast Road Site) Dublin Road",27,"*N/A","","","","","Q1-2020",""
842,"SHIP CONSTRUCTION TURNKEY","Galway City","Garra� Caol (Coast Road Site) Dublin Road",26,"*N/A","","","","","Q1-2020",""
843,"SHIP CONSTRUCTION","Galway City","Ard Cr�, Ballymoneen Road (Phase 2)",78,"*N/A","","","","","","Q4-2020"
844,"SHIP CONSTRUCTION","Galway City","Ard Cr�, Ballymoneen Road (Phase 1)",14,"*N/A","","","","","","Q2-2018"
845,"SHIP CONSTRUCTION","Galway City","Monivea Road, Ballybaan More",15,"*N/A","","Stage 2 approved Q3-2020, full design/tender being prepared.","","","",""
846,"SHIP CONSTRUCTION","Galway City","Garra� Beag, Monivea Road, Ballybaan More",58,"*N/A","","","","","Q1-2020",""
847,"SHIP CONSTRUCTION","Galway City","Keeraun, Ballymoneen Road",60,"*N/A","Stage 1 approved Q2-2020, outline design and costs being prepared.","","","","",""
848,"SHIP CONSTRUCTION","Galway City","Clareview Park, Ballybaan",5,"*N/A","","","","","Q1-2021",""
849,"SHIP CONSTRUCTION","Galway City","Merlin Park Lands, Galway City",18,"*N/A","Stage 1 approved Q2-2020, outline design and costs being prepared.","","","","",""
850,"CAS CONSTRUCTION","Galway City","97/98 Rockfield",4,"Carraig Dubh Housing Association","","","","","","Q1-2018"
851,"CAS CONSTRUCTION","Galway City","Cul Garrai, Rahoon",6,"Peter Triest Housing Association Ltd","","","","","Q4-2020",""
852,"CAS CONSTRUCTION","Galway City","47 Forster Street, Galway City (Domestic Violence Refuge)",9,"Cope Galway","","","","","","Q4-2019"
853,"CAS CONSTRUCTION","Galway City","Doughiska, Galway City",7,"Respond","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
854,"CALF Turnkey","Galway City","Belmont, Renmore, Galway City (Phase 1)*",16,"Co - Operative Housing Ireland Society Limited","","","","","","Q4-2019"
855,"CALF Turnkey","Galway City","Block C, Sraith Fhada, Doughiska, Galway (Phase 1)",11,"T�ath Housing Association","","","","","","Q4-2020"
856,"CALF Turnkey","Galway City","Block D, Sraith Fhada, Doughiska, Galway (Phase 1)",14,"T�ath Housing Association","","","","","","Q4-2019"
857,"CALF Turnkey","Galway City","Boireann Beag, Ros Cam, Galway (Phase 1)",16,"Cluid Housing","","","","","","Q4-2016"
858,"CALF Turnkey","Galway City","Breacan, Letteragh Road, Galway City (Phase 1)*",2,"T�ath Housing Association","","","","","","Q4-2019"
859,"CALF Turnkey","Galway City","Caireal Mor (Phase 2), Headford Road, Castlegar, Galway (Phase 1)",7,"Respond","","","","","","Q4-2019"
860,"CALF Turnkey","Galway City","Caireal Mor (Phase 2), Headford Road, Castlegar, Galway (Phase 2)*",8,"Respond","","","","","","Q3-2020"
861,"CALF Turnkey","Galway City","Caireal Mor, Castlegar Road, Galway (Phase 1)",10,"Respond","","","","","","Q4-2019"
862,"CALF Turnkey","Galway City","Caireal Mor, Castlegar Road, Galway (Phase 2)",71,"Respond","","","","","","Q4-2020"
863,"CALF Turnkey","Galway City","Clybaun Road, Knocknacarra, Galway (Phase 1)",9,"T�ath Housing Association","","","","","Q4-2020",""
864,"CALF Turnkey","Galway City","Cnoc na Ri, Clybaun Road, Galway  (Phase 1)*",2,"Cluid Housing","","","","","","Q3-2017"
865,"CALF Turnkey","Galway City","Creig Ard, Roscam, Galway City  (Phase 1)",9,"Cluid Housing","","","","","","Q4-2020"
866,"CALF Turnkey","Galway City","Creig Ard, Roscam, Galway City  (Phase 2)",10,"Cluid Housing","","","","","Q4-2019",""
867,"CALF Turnkey","Galway City","Creig Ard, Roscam, Galway City, Co. Galway (Phase 1)*",17,"Cluid Housing","","","","","Q4-2019",""
868,"CALF Turnkey","Galway City","Gaelcarrig, Letteragh, Galway City (Phase 1)",43,"Respond","","","","","Q3-2020",""
869,"CALF Turnkey","Galway City","Gaelcarrig, Letteragh, Galway City (Phase 2)*",40,"Respond","","","","","Q3-2020",""
870,"CALF Turnkey","Galway City","Leana Theas, Cappagh Road, Galway City (Phase 1)*",10,"Co - Operative Housing Ireland Society Limited","","","","","","Q4-2019"
871,"CALF Turnkey","Galway City","Letteragh Road, Rahoon, Galway City (Phase 1)*",23,"Cluid Housing","","","","","Q3-2020",""
872,"CALF Turnkey","Galway City","Letteragh Road, Rahoon, Galway City (Phase 2)",16,"Cluid Housing","","","","","Q3-2020",""
873,"CALF Turnkey","Galway City","Letteragh Road, Rahoon, Galway City (Phase 3)*",25,"Cluid Housing","","","","","Q3-2020",""
874,"CALF Turnkey","Galway City","Maigh Rua, Doughiska, Galway  (Phase 1)",23,"Co - Operative Housing Ireland Society Limited","","","","","","Q4-2017"
875,"CALF Turnkey","Galway City","Maoilin, Ballymoneen Road, Galway (Phase 1)*",2,"T�ath Housing Association","","","","","","Q1-2017"
876,"CALF Turnkey","Galway City","Maoilin, Ballymoneen Road, Galway (Phase 2)*",4,"T�ath Housing Association","","","","","","Q4-2017"
877,"CALF Turnkey","Galway City","Maoilin, Ballymoneen Road, Knocknacarra, Galway CIty (Phase 1)*",3,"T�ath Housing Association","","","","","","Q3-2018"
878,"CALF Turnkey","Galway City","Reilean, Roscam, Block 5 Galway (Phase 1)*",12,"T�ath Housing Association","","","","","","Q2-2017"
879,"CALF Turnkey","Galway City","Reilean, Roscam,Block 4 Galway (Phase 1)*",12,"T�ath Housing Association","","","","","","Q2-2017"
880,"CALF Turnkey","Galway City","Revised Murrough, Renmore, Galway  (Phase 1)*",20,"Cluid Housing","","","","","","Q1-2019"
881,"PUBLIC PRIVATE PARTNERSHIP (Bundle 2)","Galway City","Ballyburke",74,"*N/A","","","","","Q4-2019",""
882,"SHIP CONSTRUCTION TURNKEY","Galway County","Lorro Gate, Prospect, Athenry",14,"*N/A","","","","","","Q4-2017"
883,"SHIP CONSTRUCTION TURNKEY","Galway County","Arvough, Kinvara",6,"*N/A","","","","","","Q4-2017"
884,"SHIP CONSTRUCTION TURNKEY","Galway County","Castlecourt, Abbey Street, Portumna",10,"*N/A","","","","","","Q4-2017"
885,"SHIP CONSTRUCTION TURNKEY","Galway County","Ashthorn Avenue, Headford",10,"*N/A","","","","","","Q4-2018"
886,"SHIP CONSTRUCTION TURNKEY","Galway County","Cuirt na hAbhann, Claregalway ",8,"*N/A","","","","","","Q4-2018"
887,"SHIP CONSTRUCTION TURNKEY","Galway County","Tulaigh na Gr�ine, Tullahill, Loughrea",19,"*N/A","","","","","","Q4-2019"
888,"SHIP CONSTRUCTION TURNKEY","Galway County","Gort na dTulach, Tullahill, Loughrea - Phase 2A",17,"*N/A","","","","","","Q4-2019"
889,"SHIP CONSTRUCTION TURNKEY","Galway County","Arvough, Kinvara",4,"*N/A","","","","","","Q4-2019"
890,"SHIP CONSTRUCTION TURNKEY","Galway County","Gort an Choirce, Tubber Road, Gort",24,"*N/A","","","","Stage 4 approved Q3-2020, the scheme is fully approved.","",""
891,"SHIP CONSTRUCTION TURNKEY","Galway County","P�irc an Triant�in, Tullahill, Loughrea, - Phase 3",10,"*N/A","","","","","","Q4-2020"
892,"SHIP CONSTRUCTION TURNKEY","Galway County","Gort na dTulach, Tullahill, Loughrea - Phase 2B",15,"*N/A","","","","","","Q4-2020"
893,"SHIP CONSTRUCTION TURNKEY","Galway County","Kylebroughlan, Moycullen ",8,"*N/A","","","","","","Q4-2020"
894,"SHIP CONSTRUCTION TURNKEY","Galway County","Kylebroughlan, Moycullen ",10,"*N/A","","","","","","Q4-2020"
895,"SHIP CONSTRUCTION TURNKEY","Galway County","Kylebroughlan, Moycullen ",7,"*N/A","","","","","","Q4-2020"
896,"SHIP CONSTRUCTION TURNKEY","Galway County","Kylebroughlan, Moycullen ",9,"*N/A","","","","","","Q1-2021"
897,"SHIP CONSTRUCTION TURNKEY","Galway County","Kylebroughlan, Moycullen ",10,"*N/A","","","","","","Q1-2021"
898,"SHIP CONSTRUCTION TURNKEY","Galway County","Garra� Mhic Aodha, Tubber Road, Gort ",17,"*N/A","","","","","Q2-2020",""
899,"SHIP CONSTRUCTION TURNKEY","Galway County","P�irc an Triant�in, Tullahill, Loughrea - Phase 4",9,"*N/A","","","","","Q3-2018",""
